label,n,p,k,temperature,humidity,soil_moisture,soil_type,fertilizer
barley,7,32,9,30.69,60.36,64.89,Loamy,17-17-17
tobacco,13,37,0,30.92,49.97,58.06,Loamy,Urea
pulses,18,13,13,28.21,57.45,20.0,Sandy,DAP
paddy,15,18,17,27.18,64.47,30.84,Red,20-20
maize,11,11,15,21.63,57.62,34.24,Sandy,20-20
millets,12,36,3,30.78,61.89,28.42,Clayey,DAP
paddy,10,11,4,27.05,50.42,42.32,Clayey,17-17-17
wheat,13,25,12,31.18,47.51,35.51,Red,17-17-17
cotton,9,12,0,31.88,56.55,43.06,Loamy,DAP
barley,17,28,2,31.35,62.93,34.02,Clayey,14-35-14
wheat,13,14,0,30.99,59.97,63.35,Red,DAP
tobacco,42,0,0,32.83,55.64,40.91,Loamy,14-35-14
millets,7,12,19,33.9,50.25,20.0,Red,10-26-26
cotton,13,33,3,24.38,50.13,34.67,Clayey,28-28
millets,44,0,0,31.49,58.29,37.49,Clayey,14-35-14
wheat,31,4,1,31.93,53.26,30.3,Clayey,DAP
tobacco,25,16,0,33.75,70.86,30.19,Loamy,10-26-26
wheat,9,23,13,36.49,72.03,52.71,Red,17-17-17
paddy,5,32,3,33.91,50.88,53.37,Red,Urea
sugarcane,10,18,19,40.0,76.4,57.23,Red,14-35-14
wheat,4,33,3,32.12,76.73,34.45,Black,Urea
sugarcane,23,24,0,24.06,53.06,37.08,Sandy,28-28
tobacco,5,31,10,25.5,53.43,42.85,Red,17-17-17
maize,13,41,0,34.0,59.76,27.52,Black,DAP
oil_seeds,10,12,4,22.5,58.83,39.36,Red,Urea
millets,38,3,0,38.66,60.15,57.58,Sandy,DAP
cotton,9,28,7,33.03,59.23,50.06,Sandy,17-17-17
ground_nuts,10,10,1,27.05,53.34,70.0,Loamy,28-28
millets,16,5,0,27.27,62.47,57.15,Clayey,DAP
cotton,5,11,14,29.07,56.52,53.78,Clayey,Urea
cotton,37,0,4,38.17,66.45,68.55,Loamy,Urea
cotton,18,20,3,28.13,55.71,50.38,Clayey,14-35-14
maize,11,40,0,32.56,62.62,56.5,Clayey,DAP
millets,34,1,2,30.84,47.62,28.08,Red,Urea
ground_nuts,6,32,11,30.98,64.17,26.26,Red,20-20
tobacco,15,36,0,25.27,52.33,20.33,Loamy,20-20
wheat,1,12,14,29.51,47.21,49.01,Clayey,DAP
paddy,41,4,0,38.59,68.57,31.88,Loamy,14-35-14
pulses,38,4,0,33.01,56.62,38.75,Sandy,17-17-17
cotton,20,20,2,29.94,54.58,36.36,Sandy,10-26-26
barley,35,1,1,28.42,68.97,38.11,Sandy,20-20
barley,17,8,0,31.81,62.69,55.11,Sandy,14-35-14
ground_nuts,21,26,0,28.06,49.09,36.0,Clayey,28-28
sugarcane,25,18,0,32.09,67.57,37.6,Loamy,10-26-26
cotton,11,37,2,30.4,73.93,50.87,Clayey,DAP
oil_seeds,12,33,0,31.37,61.56,36.38,Clayey,20-20
wheat,9,30,8,28.4,64.69,20.0,Black,DAP
paddy,7,32,3,35.46,68.5,33.83,Red,14-35-14
paddy,9,36,0,33.36,48.62,48.04,Black,14-35-14
sugarcane,35,0,2,30.09,51.69,31.75,Clayey,20-20
maize,38,0,0,31.62,53.17,41.08,Clayey,DAP
wheat,41,0,0,35.85,65.73,46.71,Clayey,20-20
oil_seeds,19,18,2,28.23,59.71,40.91,Clayey,DAP
ground_nuts,36,0,0,22.91,52.89,43.54,Black,17-17-17
millets,32,3,0,31.57,59.0,29.74,Loamy,17-17-17
wheat,41,0,0,33.33,68.93,44.04,Loamy,20-20
maize,8,10,14,26.1,56.4,70.0,Red,20-20
maize,10,8,4,23.85,54.74,31.15,Black,28-28
barley,4,28,5,33.93,68.08,68.4,Red,20-20
oil_seeds,11,5,3,24.14,50.03,56.4,Red,10-26-26
barley,13,6,0,30.9,61.42,48.45,Loamy,28-28
tobacco,10,14,1,38.27,61.02,39.38,Clayey,10-26-26
pulses,14,37,0,30.53,72.94,69.94,Black,DAP
barley,9,30,4,36.91,57.36,46.79,Black,10-26-26
millets,37,1,0,27.89,58.78,32.12,Clayey,20-20
ground_nuts,37,0,0,25.91,61.37,35.85,Black,20-20
ground_nuts,37,0,0,26.89,45.93,34.24,Loamy,28-28
oil_seeds,41,0,0,26.9,54.22,37.63,Sandy,28-28
cotton,9,17,11,33.83,56.33,40.46,Clayey,Urea
pulses,13,11,0,32.23,65.73,36.41,Black,10-26-26
oil_seeds,13,13,0,33.56,69.13,30.78,Clayey,14-35-14
millets,25,21,1,22.37,59.31,53.4,Sandy,14-35-14
paddy,40,0,0,40.0,66.19,57.22,Sandy,14-35-14
pulses,38,0,0,26.38,58.32,37.72,Loamy,Urea
ground_nuts,15,39,0,25.09,55.29,28.94,Loamy,10-26-26
wheat,12,41,3,34.6,52.97,41.6,Red,14-35-14
paddy,14,11,0,30.08,55.2,40.09,Clayey,17-17-17
millets,7,12,16,29.16,50.81,20.0,Black,17-17-17
tobacco,27,27,3,23.32,50.4,46.44,Black,10-26-26
cotton,33,0,0,27.41,54.55,26.1,Loamy,Urea
maize,42,0,3,29.23,70.7,54.12,Sandy,10-26-26
sugarcane,17,40,0,35.92,63.54,54.99,Clayey,14-35-14
cotton,20,16,0,24.33,52.3,46.6,Red,14-35-14
cotton,42,3,0,33.99,62.02,24.13,Loamy,28-28
sugarcane,11,33,2,33.8,69.65,29.13,Black,20-20
pulses,42,0,0,29.19,67.99,28.27,Clayey,17-17-17
barley,2,21,14,32.92,56.58,28.5,Loamy,28-28
ground_nuts,11,22,19,29.7,50.47,41.56,Sandy,28-28
maize,21,24,0,22.82,48.25,49.55,Clayey,28-28
oil_seeds,31,0,4,24.87,53.41,36.47,Loamy,DAP
oil_seeds,17,11,12,29.25,54.77,56.41,Sandy,10-26-26
paddy,39,0,3,28.88,54.57,38.98,Clayey,20-20
cotton,14,35,4,36.11,61.24,27.61,Loamy,20-20
ground_nuts,37,0,0,27.91,48.69,33.26,Red,17-17-17
cotton,40,0,0,32.0,59.17,32.35,Loamy,28-28
paddy,17,37,0,31.12,56.27,40.65,Loamy,DAP
millets,18,35,0,38.03,60.56,64.39,Loamy,14-35-14
tobacco,13,39,2,40.0,78.63,39.77,Clayey,14-35-14
wheat,32,4,1,21.56,48.99,38.37,Clayey,Urea
cotton,3,29,12,34.16,57.77,64.71,Red,20-20
barley,41,4,3,29.74,67.3,55.7,Clayey,20-20
paddy,40,0,0,24.02,52.18,41.72,Red,28-28
tobacco,35,2,0,31.44,57.6,49.09,Black,28-28
pulses,23,13,3,27.82,58.21,39.11,Red,17-17-17
sugarcane,4,10,0,28.68,48.05,70.0,Clayey,10-26-26
pulses,16,42,2,37.79,65.38,42.1,Loamy,Urea
pulses,18,36,0,30.84,62.89,31.1,Black,DAP
pulses,12,10,19,32.08,69.28,53.59,Clayey,20-20
wheat,23,22,0,30.53,54.66,40.76,Red,DAP
ground_nuts,9,30,6,27.28,67.0,60.31,Red,17-17-17
oil_seeds,8,32,11,30.52,52.92,33.2,Loamy,Urea
maize,4,33,12,25.51,63.32,68.32,Clayey,10-26-26
ground_nuts,10,35,0,30.28,76.59,30.6,Clayey,28-28
cotton,9,32,3,31.27,76.13,35.28,Red,20-20
sugarcane,21,19,0,26.52,59.29,37.89,Black,14-35-14
wheat,5,28,10,37.78,70.33,64.11,Loamy,10-26-26
ground_nuts,12,11,11,30.49,58.21,39.3,Clayey,17-17-17
ground_nuts,42,0,1,29.18,54.17,23.3,Sandy,28-28
oil_seeds,44,0,2,25.21,46.78,31.12,Clayey,Urea
paddy,9,12,4,22.64,49.3,30.33,Black,Urea
oil_seeds,8,13,15,30.2,64.88,52.82,Clayey,20-20
barley,37,0,0,24.84,49.58,47.64,Loamy,10-26-26
paddy,35,2,4,30.49,58.83,54.73,Loamy,17-17-17
pulses,15,10,0,30.73,49.9,32.48,Loamy,20-20
millets,26,17,4,29.82,58.66,44.21,Sandy,28-28
maize,9,25,7,23.92,47.26,38.11,Red,Urea
ground_nuts,11,14,11,27.8,66.49,56.09,Loamy,28-28
ground_nuts,15,40,0,40.0,75.55,28.97,Black,17-17-17
pulses,14,8,17,31.12,72.97,50.32,Clayey,17-17-17
cotton,7,32,6,24.8,61.32,54.78,Black,20-20
cotton,4,10,0,32.45,67.58,55.57,Black,17-17-17
pulses,7,18,6,31.61,66.27,33.06,Sandy,Urea
pulses,14,36,0,40.0,65.43,64.34,Sandy,17-17-17
millets,42,1,0,34.46,78.03,54.74,Red,14-35-14
millets,23,14,0,20.26,41.18,47.6,Red,DAP
pulses,37,0,0,36.22,77.81,51.95,Black,14-35-14
barley,38,1,2,30.24,56.13,30.91,Black,10-26-26
paddy,14,11,10,35.54,62.73,42.81,Loamy,DAP
cotton,9,8,0,29.73,58.45,60.67,Loamy,14-35-14
cotton,14,34,1,27.58,64.59,62.12,Sandy,20-20
cotton,9,39,0,26.09,69.65,41.82,Loamy,28-28
millets,22,15,0,30.48,61.31,44.39,Red,Urea
maize,39,2,0,29.86,48.43,47.14,Clayey,14-35-14
sugarcane,8,32,2,25.2,65.72,54.26,Black,20-20
ground_nuts,13,36,0,31.81,70.13,21.18,Red,28-28
maize,15,38,0,22.32,56.11,24.06,Black,17-17-17
tobacco,25,17,0,25.7,67.81,42.7,Loamy,20-20
barley,5,25,7,30.23,55.76,53.54,Loamy,14-35-14
tobacco,18,32,0,32.37,55.24,33.67,Loamy,17-17-17
sugarcane,16,26,2,26.08,44.39,42.34,Clayey,20-20
ground_nuts,44,0,3,39.89,76.0,32.46,Red,17-17-17
tobacco,13,38,0,38.92,57.75,34.28,Clayey,DAP
barley,20,27,1,26.41,55.23,43.13,Black,10-26-26
millets,16,42,0,35.85,62.3,36.56,Red,Urea
tobacco,3,31,8,33.0,59.14,48.43,Black,14-35-14
barley,11,26,6,35.84,73.34,56.27,Red,10-26-26
barley,40,0,2,32.85,53.21,37.96,Black,DAP
millets,20,19,0,36.16,64.0,43.68,Loamy,Urea
tobacco,10,11,3,28.03,51.46,40.88,Sandy,17-17-17
paddy,9,35,4,38.77,73.1,64.83,Sandy,28-28
cotton,9,38,1,39.61,74.2,29.32,Clayey,28-28
cotton,10,39,4,40.0,65.97,61.68,Black,17-17-17
paddy,36,0,0,31.66,68.88,64.94,Sandy,17-17-17
millets,32,0,0,25.79,47.25,45.73,Clayey,DAP
wheat,15,13,14,37.12,73.45,56.53,Loamy,14-35-14
maize,40,0,0,27.79,54.72,69.39,Black,20-20
paddy,12,24,7,27.84,50.3,41.85,Loamy,14-35-14
maize,32,2,0,23.68,57.9,28.78,Sandy,14-35-14
sugarcane,36,0,0,32.02,47.68,43.98,Loamy,28-28
paddy,15,15,13,34.91,53.17,64.9,Sandy,DAP
barley,40,0,2,31.87,56.38,39.33,Clayey,20-20
pulses,39,0,0,33.5,61.54,58.09,Loamy,14-35-14
barley,13,6,2,21.34,47.91,23.25,Loamy,10-26-26
oil_seeds,25,24,4,27.75,48.05,35.2,Sandy,Urea
tobacco,20,14,4,27.41,57.31,54.62,Loamy,20-20
oil_seeds,39,0,0,36.6,74.72,50.92,Sandy,10-26-26
tobacco,21,20,2,21.52,56.82,37.02,Clayey,DAP
cotton,13,36,0,39.1,77.95,44.22,Sandy,28-28
maize,14,33,10,30.22,56.38,60.39,Loamy,Urea
ground_nuts,26,16,0,24.32,66.77,37.7,Black,20-20
barley,10,4,4,31.78,51.44,58.82,Loamy,17-17-17
tobacco,3,35,5,27.73,59.27,54.2,Red,DAP
barley,8,15,0,25.66,45.25,65.07,Sandy,28-28
ground_nuts,21,22,4,37.17,70.91,67.53,Sandy,14-35-14
sugarcane,31,0,0,27.41,53.44,36.65,Black,Urea
oil_seeds,7,41,3,32.37,61.99,20.42,Loamy,17-17-17
barley,22,21,0,29.68,74.89,47.11,Sandy,20-20
ground_nuts,12,24,5,29.9,53.17,58.98,Black,17-17-17
millets,14,14,1,31.08,56.03,45.64,Black,14-35-14
maize,15,39,3,31.95,59.95,41.17,Loamy,20-20
ground_nuts,1,14,14,28.83,59.74,35.13,Loamy,Urea
pulses,38,1,1,28.67,59.49,43.85,Loamy,28-28
cotton,9,17,20,32.76,50.9,22.0,Red,14-35-14
wheat,10,43,0,40.0,52.95,43.51,Loamy,14-35-14
sugarcane,30,0,0,28.17,50.93,37.01,Clayey,17-17-17
tobacco,45,0,0,28.66,62.69,52.78,Sandy,DAP
cotton,17,28,3,32.76,57.8,53.21,Loamy,10-26-26
wheat,14,36,1,33.29,71.48,55.06,Loamy,Urea
ground_nuts,27,18,0,22.61,60.89,53.36,Black,17-17-17
barley,1,15,15,24.55,59.45,47.37,Red,Urea
ground_nuts,13,13,15,28.72,58.94,59.53,Sandy,28-28
cotton,42,2,2,36.49,58.68,47.81,Clayey,DAP
wheat,15,38,0,27.77,61.89,27.29,Black,28-28
wheat,17,41,0,27.09,45.13,20.39,Red,28-28
pulses,10,35,5,30.34,65.26,61.34,Loamy,17-17-17
maize,10,19,16,28.74,60.87,37.06,Clayey,17-17-17
sugarcane,15,9,2,38.12,66.69,33.67,Loamy,DAP
paddy,22,16,0,37.98,66.3,70.0,Red,10-26-26
ground_nuts,22,25,0,30.61,58.28,51.6,Loamy,14-35-14
barley,8,12,17,30.0,42.84,46.81,Loamy,17-17-17
maize,14,39,3,39.4,75.28,52.3,Red,10-26-26
wheat,19,21,0,27.74,60.46,44.85,Red,20-20
maize,24,20,0,27.37,52.05,37.96,Clayey,28-28
wheat,7,11,7,32.5,71.1,69.62,Red,10-26-26
maize,12,13,0,26.46,43.65,36.14,Black,20-20
cotton,45,0,1,30.31,69.86,46.3,Black,10-26-26
oil_seeds,7,37,8,32.02,50.79,61.39,Sandy,10-26-26
ground_nuts,16,44,0,36.4,70.69,31.58,Sandy,28-28
pulses,16,10,0,31.51,54.73,65.9,Sandy,14-35-14
wheat,6,34,4,39.77,60.41,50.77,Sandy,Urea
millets,39,0,0,33.93,62.94,38.71,Red,14-35-14
pulses,13,35,0,32.13,65.75,52.1,Loamy,14-35-14
cotton,34,0,3,29.99,54.89,41.47,Red,Urea
wheat,36,3,0,38.38,71.17,56.45,Clayey,14-35-14
pulses,39,0,4,30.43,59.04,40.61,Loamy,Urea
cotton,19,6,11,28.65,49.55,30.12,Red,Urea
maize,2,18,20,25.07,45.11,36.38,Clayey,20-20
tobacco,13,41,2,26.73,51.88,26.29,Red,DAP
oil_seeds,14,13,14,35.68,63.89,46.79,Sandy,20-20
pulses,13,40,2,33.56,59.78,61.64,Loamy,28-28
millets,43,3,0,28.48,60.34,33.57,Sandy,28-28
millets,43,1,0,34.31,58.35,30.92,Black,10-26-26
tobacco,34,0,1,28.81,49.93,33.75,Red,17-17-17
sugarcane,27,17,2,24.11,57.89,23.7,Loamy,28-28
oil_seeds,41,0,0,31.21,55.32,38.91,Red,10-26-26
barley,8,19,9,28.66,41.97,62.44,Red,14-35-14
wheat,9,42,0,22.83,46.9,34.09,Clayey,DAP
paddy,10,29,13,25.54,65.51,26.75,Black,28-28
sugarcane,14,32,0,30.02,68.96,35.81,Red,20-20
millets,26,18,4,29.98,73.22,48.77,Clayey,Urea
millets,41,0,2,34.95,71.28,53.19,Red,20-20
maize,8,5,0,27.38,57.61,57.88,Sandy,DAP
oil_seeds,2,24,18,35.64,66.88,38.75,Black,10-26-26
cotton,39,0,0,39.23,71.01,31.63,Clayey,DAP
paddy,20,26,0,26.84,54.27,49.61,Red,28-28
oil_seeds,38,1,2,34.38,70.03,23.96,Sandy,DAP
cotton,3,31,5,37.38,61.81,32.73,Loamy,28-28
tobacco,9,19,17,36.92,62.66,58.76,Clayey,20-20
wheat,11,27,13,31.54,66.48,66.12,Clayey,DAP
sugarcane,14,33,0,30.38,67.91,57.24,Sandy,14-35-14
paddy,15,32,1,33.13,61.63,41.66,Sandy,28-28
paddy,10,44,2,40.0,61.51,32.66,Sandy,14-35-14
oil_seeds,18,21,2,37.05,61.02,32.03,Sandy,Urea
maize,10,28,4,29.45,60.0,64.63,Loamy,Urea
tobacco,16,17,3,20.82,42.97,44.06,Red,17-17-17
oil_seeds,7,27,10,34.04,60.33,70.0,Sandy,20-20
paddy,5,10,3,25.22,62.81,49.09,Red,28-28
barley,6,31,11,25.96,53.04,46.11,Black,10-26-26
tobacco,12,9,4,34.01,50.12,30.27,Loamy,DAP
maize,16,17,4,40.0,71.27,25.24,Red,17-17-17
cotton,37,0,3,35.95,70.71,37.39,Black,14-35-14
barley,7,27,3,29.41,52.65,48.35,Loamy,DAP
millets,37,0,0,33.88,55.46,26.2,Black,28-28
barley,11,6,0,33.99,68.26,39.64,Red,10-26-26
tobacco,39,0,1,24.47,57.6,70.0,Sandy,14-35-14
paddy,5,24,20,25.83,44.55,44.99,Sandy,Urea
pulses,5,17,3,24.74,60.74,60.98,Loamy,17-17-17
maize,9,16,17,27.19,59.49,56.18,Black,DAP
cotton,7,24,3,31.1,50.28,40.57,Clayey,28-28
paddy,8,31,0,26.73,44.52,40.8,Clayey,14-35-14
wheat,0,28,7,30.46,71.86,41.95,Clayey,10-26-26
pulses,11,39,2,28.7,59.26,46.42,Black,Urea
wheat,14,23,16,32.49,61.52,47.27,Sandy,Urea
pulses,13,9,0,25.28,55.11,38.36,Clayey,28-28
millets,27,23,2,23.54,50.26,50.16,Loamy,20-20
maize,15,36,2,28.53,62.54,61.11,Red,14-35-14
pulses,14,27,9,26.45,56.63,64.39,Clayey,Urea
pulses,8,15,9,27.71,67.71,47.17,Loamy,10-26-26
sugarcane,15,6,12,24.98,47.0,20.99,Loamy,28-28
tobacco,14,14,13,35.07,59.79,61.83,Black,28-28
sugarcane,1,33,7,36.94,58.84,55.16,Sandy,28-28
pulses,13,11,6,30.26,50.57,43.21,Black,DAP
cotton,43,0,0,32.12,69.24,36.58,Red,14-35-14
cotton,27,14,1,22.33,46.53,40.1,Clayey,DAP
wheat,11,17,0,27.36,61.34,43.04,Black,28-28
wheat,10,34,0,29.03,53.72,43.41,Loamy,DAP
barley,16,10,0,32.8,55.77,44.43,Sandy,14-35-14
pulses,8,10,1,32.28,58.89,29.28,Clayey,28-28
paddy,12,41,0,37.53,58.75,51.59,Red,10-26-26
oil_seeds,19,26,0,22.55,56.57,51.93,Loamy,Urea
millets,17,14,15,22.07,52.72,24.22,Sandy,10-26-26
millets,44,0,1,28.92,44.74,44.89,Red,17-17-17
barley,38,0,0,26.05,48.76,45.26,Loamy,DAP
cotton,34,0,0,24.84,58.91,43.15,Red,DAP
oil_seeds,1,17,21,30.62,70.7,46.64,Loamy,20-20
maize,7,17,11,26.56,59.44,32.72,Black,20-20
barley,14,36,0,31.15,55.59,35.09,Red,14-35-14
millets,2,16,20,25.6,57.71,30.94,Black,28-28
ground_nuts,13,35,0,26.71,55.75,70.0,Black,28-28
millets,20,17,0,29.67,63.41,36.42,Red,28-28
oil_seeds,13,36,4,33.3,61.13,64.91,Black,28-28
sugarcane,41,2,1,32.01,57.23,32.85,Sandy,10-26-26
barley,33,0,2,30.59,54.91,43.28,Sandy,DAP
tobacco,15,18,1,37.88,74.88,27.06,Red,28-28
paddy,40,0,2,30.48,47.8,70.0,Loamy,28-28
barley,11,8,1,30.3,69.31,52.01,Black,DAP
millets,4,34,6,34.08,55.54,59.21,Black,20-20
barley,6,8,2,38.45,63.15,58.06,Clayey,10-26-26
sugarcane,17,20,16,24.76,55.27,34.69,Sandy,17-17-17
millets,10,26,4,25.73,68.57,70.0,Sandy,17-17-17
barley,34,0,0,20.56,55.98,65.55,Loamy,DAP
wheat,42,0,0,38.77,68.24,57.2,Sandy,20-20
oil_seeds,14,5,0,30.56,55.9,40.77,Clayey,DAP
oil_seeds,8,39,0,26.93,51.37,50.87,Sandy,Urea
maize,2,18,14,26.67,42.74,30.17,Red,Urea
wheat,38,0,0,31.42,63.61,32.38,Loamy,28-28
ground_nuts,10,13,16,26.7,43.08,32.35,Black,17-17-17
wheat,10,10,18,26.05,51.11,35.27,Red,17-17-17
oil_seeds,25,20,1,25.12,46.17,43.74,Red,20-20
barley,12,6,0,32.41,67.07,32.33,Loamy,Urea
wheat,32,0,0,27.81,63.26,43.38,Sandy,10-26-26
sugarcane,40,2,0,23.36,50.24,34.4,Sandy,DAP
cotton,12,16,0,33.0,57.63,37.28,Loamy,Urea
oil_seeds,10,12,2,26.02,55.23,47.78,Sandy,28-28
maize,23,22,4,26.74,56.43,41.86,Loamy,DAP
barley,17,32,0,33.17,68.4,25.54,Black,Urea
ground_nuts,16,35,0,33.5,69.8,35.8,Clayey,DAP
barley,16,13,3,28.32,55.53,39.8,Clayey,14-35-14
tobacco,13,16,12,29.54,71.68,57.48,Sandy,10-26-26
sugarcane,36,0,1,25.68,50.13,50.92,Red,Urea
barley,37,0,0,28.77,63.48,49.52,Red,DAP
tobacco,37,0,0,23.17,44.36,26.03,Sandy,20-20
paddy,12,39,4,27.12,63.03,28.6,Loamy,DAP
ground_nuts,36,0,0,31.38,57.13,37.26,Black,20-20
oil_seeds,41,0,0,27.91,58.99,64.03,Black,DAP
sugarcane,27,20,1,36.99,70.45,29.04,Red,DAP
sugarcane,25,32,0,35.01,69.3,40.11,Sandy,DAP
oil_seeds,8,28,13,30.71,67.85,56.82,Black,14-35-14
ground_nuts,24,19,0,38.22,70.27,63.95,Black,14-35-14
barley,38,4,2,30.23,47.44,55.39,Red,DAP
millets,22,27,0,33.72,52.61,37.01,Black,10-26-26
paddy,37,0,0,29.14,58.06,43.94,Clayey,14-35-14
cotton,23,19,3,34.18,69.67,48.66,Sandy,Urea
pulses,35,0,0,28.32,59.85,58.07,Sandy,DAP
cotton,6,7,0,28.16,57.48,62.2,Sandy,10-26-26
maize,19,44,0,40.0,52.02,45.67,Clayey,14-35-14
cotton,18,40,0,30.08,57.14,37.49,Clayey,28-28
barley,34,4,2,27.61,61.04,41.97,Clayey,14-35-14
ground_nuts,38,1,4,23.74,62.35,31.53,Sandy,Urea
cotton,18,19,0,22.26,52.88,34.12,Loamy,20-20
ground_nuts,14,41,4,34.77,66.85,35.35,Clayey,17-17-17
pulses,5,31,12,26.63,45.47,29.06,Clayey,20-20
wheat,30,3,4,24.69,52.7,23.05,Loamy,28-28
pulses,18,22,0,24.7,48.88,41.18,Black,28-28
millets,16,14,6,28.79,61.59,40.95,Sandy,DAP
millets,9,34,0,25.37,56.61,56.98,Sandy,10-26-26
barley,18,22,4,35.56,61.27,33.78,Black,DAP
oil_seeds,10,11,15,29.95,59.77,47.09,Red,14-35-14
wheat,24,24,0,28.85,45.97,49.62,Black,Urea
oil_seeds,38,4,2,22.68,53.23,44.85,Clayey,17-17-17
paddy,16,45,0,33.94,57.41,48.69,Loamy,17-17-17
sugarcane,11,26,13,34.02,63.05,32.44,Clayey,20-20
sugarcane,17,8,0,26.44,51.89,42.5,Clayey,28-28
sugarcane,15,44,0,27.43,65.87,20.0,Sandy,17-17-17
tobacco,13,13,0,26.23,55.01,32.74,Loamy,20-20
pulses,27,20,0,30.45,68.48,46.14,Black,14-35-14
barley,33,0,2,25.4,50.75,42.4,Black,14-35-14
cotton,15,39,1,27.56,58.15,53.0,Black,17-17-17
cotton,11,37,2,37.29,61.83,31.91,Black,10-26-26
millets,35,0,4,25.22,56.62,37.89,Sandy,Urea
pulses,10,33,0,26.88,58.54,70.0,Red,20-20
cotton,27,19,0,21.46,49.42,45.96,Sandy,Urea
cotton,11,33,9,28.14,68.89,31.96,Clayey,28-28
pulses,11,45,0,32.55,64.64,43.51,Loamy,17-17-17
ground_nuts,20,22,2,24.15,40.44,44.93,Red,28-28
maize,12,37,3,36.93,71.6,35.49,Loamy,17-17-17
barley,12,44,0,32.73,62.28,57.46,Sandy,28-28
millets,45,4,1,29.55,66.21,41.21,Clayey,17-17-17
paddy,6,15,21,25.75,59.79,24.64,Red,17-17-17
ground_nuts,41,0,1,35.85,54.97,32.94,Loamy,17-17-17
millets,35,0,0,31.4,69.24,29.06,Red,10-26-26
wheat,11,40,4,34.9,71.05,59.48,Red,20-20
wheat,13,6,0,30.98,59.93,30.97,Loamy,28-28
sugarcane,9,13,4,24.15,51.72,31.91,Red,Urea
oil_seeds,10,18,18,27.35,47.36,48.45,Sandy,17-17-17
pulses,11,9,0,30.03,48.19,41.44,Black,17-17-17
millets,22,26,0,28.44,52.45,34.64,Red,28-28
ground_nuts,19,23,0,24.69,45.0,34.65,Black,DAP
sugarcane,8,10,0,34.34,54.99,47.61,Black,DAP
cotton,6,26,13,28.13,53.68,52.13,Black,28-28
tobacco,23,20,0,27.41,51.23,46.31,Black,10-26-26
wheat,13,11,0,32.89,60.09,59.65,Clayey,20-20
millets,18,36,0,31.34,59.69,60.78,Red,17-17-17
tobacco,6,27,5,27.79,58.46,20.0,Red,14-35-14
oil_seeds,11,15,0,22.44,58.98,31.46,Loamy,20-20
pulses,17,11,11,20.09,49.43,29.64,Black,14-35-14
barley,15,16,18,32.2,67.18,28.11,Loamy,14-35-14
paddy,10,19,0,31.51,67.28,31.19,Clayey,DAP
ground_nuts,20,14,2,33.68,55.21,53.32,Sandy,17-17-17
sugarcane,8,31,3,30.94,46.3,42.29,Loamy,28-28
pulses,10,33,8,30.93,52.97,59.12,Red,17-17-17
barley,45,0,0,27.81,60.0,25.06,Sandy,20-20
barley,8,9,0,31.36,56.32,45.45,Sandy,17-17-17
maize,2,18,14,27.52,59.49,43.56,Clayey,17-17-17
barley,10,41,1,32.97,57.21,28.8,Loamy,14-35-14
oil_seeds,42,3,0,30.13,57.87,62.23,Black,10-26-26
sugarcane,9,19,15,29.13,72.87,40.38,Black,Urea
oil_seeds,38,3,0,29.47,68.26,30.54,Sandy,17-17-17
paddy,8,16,17,27.2,52.83,31.04,Red,28-28
millets,25,23,0,29.52,70.13,55.59,Loamy,17-17-17
barley,22,15,1,26.58,49.05,23.6,Loamy,20-20
cotton,8,8,0,32.39,69.83,53.98,Red,17-17-17
barley,14,18,2,27.86,58.24,49.66,Red,Urea
barley,8,34,0,27.87,59.72,43.57,Loamy,DAP
maize,20,23,1,31.12,59.5,48.49,Loamy,10-26-26
millets,6,26,13,29.45,60.16,56.75,Black,Urea
maize,18,18,0,25.45,59.9,50.43,Black,DAP
pulses,4,17,18,27.06,61.03,44.75,Sandy,Urea
paddy,5,26,11,25.44,59.38,44.01,Red,10-26-26
paddy,37,3,3,26.27,47.12,39.19,Red,28-28
pulses,41,0,0,30.57,48.3,44.43,Sandy,14-35-14
oil_seeds,11,19,1,27.27,66.44,34.85,Loamy,20-20
tobacco,4,19,20,21.07,43.97,40.04,Black,28-28
sugarcane,17,15,14,33.6,59.48,46.26,Sandy,Urea
cotton,10,10,2,30.34,54.73,62.24,Black,28-28
millets,14,10,3,28.43,66.03,44.05,Black,17-17-17
barley,15,31,0,25.5,56.26,56.35,Sandy,28-28
oil_seeds,22,21,2,33.23,61.09,39.74,Loamy,17-17-17
oil_seeds,34,1,0,27.83,45.02,52.22,Black,DAP
sugarcane,9,11,2,21.81,55.61,64.1,Red,Urea
wheat,30,0,4,37.5,70.28,65.23,Black,Urea
maize,37,0,0,25.64,52.31,36.33,Loamy,Urea
oil_seeds,11,32,12,32.72,65.66,45.12,Clayey,DAP
tobacco,18,16,0,27.83,51.16,44.2,Clayey,17-17-17
wheat,36,0,1,29.8,49.21,70.0,Loamy,17-17-17
millets,11,7,0,27.94,55.06,48.07,Clayey,10-26-26
millets,11,11,0,33.38,69.64,47.26,Black,20-20
maize,6,13,1,33.15,56.8,52.58,Black,DAP
cotton,25,18,0,20.27,48.38,26.05,Black,Urea
paddy,16,36,0,25.8,68.86,28.28,Clayey,20-20
barley,12,28,8,24.18,49.22,58.28,Sandy,Urea
paddy,4,25,10,27.34,64.09,45.24,Sandy,28-28
paddy,22,26,0,33.33,61.68,36.85,Loamy,14-35-14
