label,n,p,k,ph,temperature,rainfall,humidity,soil_type
yam,30,37,25,7.12,29.89,54.8,80.14,loamy
tomatoes,116,25,50,6.09,29.26,28.71,92.92,sandy loam
yam,39,37,15,6.82,29.0,59.84,83.79,loamy
beans,34,59,18,5.74,23.38,87.67,21.99,clay
soybean,34,71,79,7.73,17.93,74.64,15.86,loamy
soybean,56,67,78,8.26,17.57,77.82,16.72,loamy
rice,60,48,39,7.04,24.28,231.09,80.3,clay
rice,83,60,36,6.9,25.6,200.83,80.15,clay
soybean,57,68,81,8.08,17.17,72.79,17.3,loamy
pepper,99,6,45,6.0,26.13,40.71,86.55,loamy clay 
yam,28,35,22,7.16,29.53,59.87,86.73,loamy
cassava,59,55,19,7.33,31.74,68.97,62.51,sandy loam
tomatoes,98,7,45,6.16,27.79,26.85,92.51,sandy loam
orange,14,22,9,6.54,17.25,112.51,91.14,loamy
maize,94,39,18,5.89,23.89,102.83,57.49,sandy loam
rice,76,40,43,5.07,25.16,231.38,83.12,clay
tomatoes,93,22,48,6.78,29.13,21.9,91.52,sandy loam
cassava,57,67,25,7.55,32.35,64.56,66.61,sandy loam
guinea_corn,3,26,39,7.08,24.38,103.6,91.19,sandy loam
yam,36,43,21,7.14,28.36,52.93,84.86,loamy
orange,29,11,5,7.64,23.13,104.42,91.95,loamy
beans,11,71,24,5.61,21.14,141.61,22.72,clay
soybean,42,79,85,6.13,17.22,76.58,15.82,loamy
orange,12,8,10,8.0,16.15,107.43,91.44,loamy
tomatoes,90,23,54,6.16,28.56,27.27,90.46,sandy loam
cassava,21,63,22,6.86,25.1,74.62,67.73,sandy loam
guinea_corn,11,18,42,5.94,21.58,102.86,94.88,sandy loam
beans,11,61,21,5.53,18.62,135.34,23.02,clay
beans,25,60,22,5.89,21.63,134.36,21.18,clay
rice,67,45,38,7.3,22.73,260.89,82.17,clay
maize,90,57,24,6.16,18.93,82.34,72.8,sandy loam
guinea_corn,18,23,44,6.18,23.71,105.65,89.62,sandy loam
yam,34,35,21,6.68,28.45,58.19,82.68,loamy
soybean,50,56,76,7.97,21.0,73.51,19.86,loamy
guinea_corn,40,30,35,6.27,20.89,104.44,91.08,sandy loam
tomatoes,117,24,53,6.29,29.17,21.3,92.21,sandy loam
pepper,85,27,45,6.47,26.07,57.8,88.73,loamy clay 
orange,28,7,9,6.73,34.59,115.57,92.13,loamy
pepper,97,12,47,6.77,25.29,58.29,89.64,loamy clay 
rice,60,55,44,7.84,23.0,263.96,82.32,clay
beans,5,74,21,5.59,16.24,66.97,21.36,clay
orange,26,11,11,7.61,13.7,106.29,90.96,loamy
guinea_corn,14,8,43,7.05,21.93,111.72,94.46,sandy loam
yam,37,50,23,6.53,29.65,56.02,88.49,loamy
rice,62,42,36,6.43,22.78,248.72,82.07,clay
orange,5,23,15,7.41,25.67,112.54,92.05,loamy
guinea_corn,15,6,41,6.9,19.01,108.68,88.84,sandy loam
tomatoes,87,21,52,6.07,27.35,27.21,94.29,sandy loam
orange,0,12,7,6.97,20.18,116.81,90.65,loamy
guinea_corn,20,7,45,6.08,18.91,112.48,89.24,sandy loam
soybean,58,70,84,6.23,20.65,74.66,16.61,loamy
soybean,22,60,85,6.81,18.84,94.78,14.74,loamy
yam,36,55,20,6.64,27.01,55.3,84.34,loamy
tomatoes,85,9,53,6.45,28.21,28.79,92.87,sandy loam
beans,40,64,16,5.93,16.43,140.37,24.24,clay
rice,93,58,38,6.93,20.62,279.55,83.77,clay
guinea_corn,20,7,45,6.08,18.91,112.48,89.24,sandy loam
orange,18,5,11,6.25,20.88,102.46,90.94,loamy
soybean,59,69,80,8.17,19.08,69.41,17.87,loamy
maize,77,58,19,5.79,22.81,101.6,56.51,sandy loam
pepper,82,25,51,6.07,24.31,48.11,87.47,loamy clay 
soybean,20,79,77,7.65,18.55,76.33,16.03,loamy
soybean,53,65,76,6.72,20.19,77.34,16.42,loamy
soybean,27,76,83,6.29,19.13,89.62,14.92,loamy
orange,8,16,6,7.11,12.23,108.42,90.26,loamy
guinea_corn,25,17,40,6.61,18.91,111.28,87.75,sandy loam
rice,97,36,45,6.94,22.23,278.08,81.86,clay
beans,11,71,17,5.75,19.92,82.69,21.47,clay
pepper,91,24,55,6.26,26.27,46.77,83.09,loamy clay 
tomatoes,120,8,46,6.73,29.56,28.37,90.71,sandy loam
beans,25,70,16,5.76,19.63,106.36,18.91,clay
maize,87,54,20,6.58,25.62,108.83,63.47,sandy loam
tomatoes,99,6,46,6.4,28.61,28.99,94.22,sandy loam
pepper,105,30,50,6.38,25.3,57.04,81.78,loamy clay 
soybean,60,68,83,6.62,19.12,85.53,18.43,loamy
pepper,92,7,48,6.96,26.28,54.39,86.63,loamy clay 
yam,29,36,25,7.13,28.29,48.57,88.44,loamy
beans,19,65,25,5.63,18.1,144.79,18.29,clay
guinea_corn,31,11,45,6.03,24.84,107.64,86.89,sandy loam
orange,12,8,10,8.0,16.15,107.43,91.44,loamy
yam,13,47,20,6.54,29.22,43.14,87.94,loamy
beans,27,59,22,5.79,21.81,130.06,23.21,clay
maize,63,35,16,6.27,22.03,83.73,65.36,sandy loam
orange,15,14,8,6.22,10.01,119.39,90.22,loamy
orange,0,23,15,7.6,22.57,109.86,93.37,loamy
tomatoes,96,13,55,6.7,29.53,21.14,94.57,sandy loam
cassava,20,60,25,6.73,27.33,61.19,69.09,sandy loam
beans,26,65,22,5.95,17.85,143.1,18.78,clay
pepper,80,26,55,6.14,24.53,49.12,88.99,loamy clay 
tomatoes,93,22,48,6.78,29.13,21.9,91.52,sandy loam
beans,22,70,19,5.52,18.24,69.45,21.08,clay
cassava,53,74,15,7.52,29.43,72.18,64.94,sandy loam
beans,22,70,19,5.52,18.24,69.45,21.08,clay
beans,19,65,25,5.63,18.1,144.79,18.29,clay
cassava,27,62,24,7.35,28.63,62.27,66.77,sandy loam
tomatoes,90,23,54,6.16,28.56,27.27,90.46,sandy loam
maize,87,54,20,6.58,25.62,108.83,63.47,sandy loam
orange,37,6,13,7.51,26.03,101.28,91.51,loamy
pepper,120,20,45,6.11,25.67,54.23,88.7,loamy clay 
rice,94,53,40,5.72,20.28,241.97,82.89,clay
guinea_corn,13,17,45,7.16,21.25,106.28,92.65,sandy loam
rice,73,57,41,5.82,21.45,272.2,84.94,clay
tomatoes,101,17,47,6.19,29.49,26.31,94.73,sandy loam
pepper,103,17,51,6.21,25.11,44.21,80.03,loamy clay 
guinea_corn,40,18,43,5.77,19.39,109.91,86.79,sandy loam
beans,12,61,19,5.66,19.33,68.51,24.14,clay
rice,85,58,41,7.04,21.77,226.66,80.32,clay
orange,18,5,11,6.25,20.88,102.46,90.94,loamy
tomatoes,81,25,49,6.08,29.87,26.26,93.25,sandy loam
yam,21,38,21,6.64,29.76,37.55,86.45,loamy
orange,6,8,11,6.6,24.36,119.69,92.4,loamy
beans,11,71,24,5.61,21.14,141.61,22.72,clay
beans,11,78,22,5.94,23.9,112.66,22.74,clay
orange,13,8,12,7.11,25.16,114.31,92.55,loamy
tomatoes,117,25,54,6.15,28.68,29.11,92.51,sandy loam
beans,9,77,17,5.78,20.12,106.16,24.45,clay
rice,76,49,42,5.21,24.96,196.96,84.48,clay
rice,94,50,37,6.95,25.67,209.59,80.66,clay
beans,35,69,23,5.58,16.79,75.45,24.97,clay
orange,29,11,5,7.64,23.13,104.42,91.95,loamy
guinea_corn,3,26,39,7.08,24.38,103.6,91.19,sandy loam
cassava,44,75,22,7.57,30.03,71.21,64.15,sandy loam
cassava,41,74,18,6.6,28.76,73.38,61.03,sandy loam
orange,6,8,11,6.6,24.36,119.69,92.4,loamy
beans,14,67,15,5.69,19.56,139.29,24.67,clay
yam,9,48,20,6.38,29.66,56.1,84.28,loamy
beans,22,79,17,5.91,21.42,116.52,20.4,clay
beans,14,59,15,5.78,21.35,146.45,22.91,clay
pepper,91,21,50,6.76,24.34,48.32,81.44,loamy clay 
maize,99,38,21,6.35,22.88,67.73,71.6,sandy loam
cassava,36,66,15,6.67,30.09,67.14,69.35,sandy loam
pepper,82,22,45,6.51,26.22,54.6,85.35,loamy clay 
orange,29,25,14,7.78,30.49,113.33,90.46,loamy
pepper,102,28,54,6.86,25.16,55.5,80.28,loamy clay 
maize,63,35,16,6.27,22.03,83.73,65.36,sandy loam
maize,68,40,19,6.66,26.14,107.24,66.21,sandy loam
yam,14,48,21,6.99,29.25,53.43,84.8,loamy
orange,31,25,12,7.02,18.05,111.78,90.04,loamy
beans,40,78,20,5.67,19.19,80.15,20.83,clay
pepper,82,25,51,6.07,24.31,48.11,87.47,loamy clay 
pepper,101,17,55,6.45,24.37,44.64,87.13,loamy clay 
yam,8,54,20,7.03,28.33,38.8,80.77,loamy
orange,24,30,11,6.6,32.4,113.25,94.52,loamy
orange,9,10,10,6.01,22.36,101.52,93.52,loamy
cassava,35,72,21,7.74,34.04,66.86,64.29,sandy loam
beans,8,72,17,5.71,20.57,87.88,19.75,clay
orange,10,5,5,7.82,21.21,112.98,91.35,loamy
cassava,52,65,20,6.81,32.82,68.84,66.16,sandy loam
cassava,52,65,20,6.81,32.82,68.84,66.16,sandy loam
beans,3,77,25,5.61,24.85,62.21,22.89,clay
maize,89,60,17,5.98,25.38,101.7,57.21,sandy loam
cassava,55,78,21,6.6,33.39,63.57,62.94,sandy loam
tomatoes,114,27,48,6.53,27.82,26.32,93.04,sandy loam
maize,99,36,20,6.67,20.58,78.35,65.35,sandy loam
guinea_corn,37,18,39,6.42,24.15,110.23,94.51,sandy loam
yam,29,36,25,7.13,28.29,48.57,88.44,loamy
maize,77,52,17,5.71,24.86,75.82,65.74,sandy loam
pepper,104,17,46,6.19,25.71,43.09,80.23,loamy clay 
soybean,30,75,81,6.41,19.42,68.52,16.81,loamy
pepper,101,17,55,6.45,24.37,44.64,87.13,loamy clay 
guinea_corn,11,10,45,6.4,22.63,109.04,88.46,sandy loam
maize,92,60,23,5.72,18.67,69.93,71.52,sandy loam
pepper,90,14,52,6.39,24.85,59.68,89.2,loamy clay 
tomatoes,120,8,46,6.73,29.56,28.37,90.71,sandy loam
beans,22,70,19,5.52,18.24,69.45,21.08,clay
cassava,42,73,25,6.5,34.04,73.24,67.21,sandy loam
yam,9,48,22,6.4,27.77,49.51,87.1,loamy
guinea_corn,39,17,45,6.92,18.1,104.88,90.42,sandy loam
orange,26,27,10,6.08,28.07,114.13,92.91,loamy
guinea_corn,32,13,42,5.79,23.5,106.62,92.98,sandy loam
maize,63,35,16,6.27,22.03,83.73,65.36,sandy loam
rice,61,53,43,6.35,26.4,223.37,81.06,clay
soybean,40,58,75,6.17,18.59,89.61,14.78,loamy
pepper,104,17,46,6.19,25.71,43.09,80.23,loamy clay 
soybean,24,55,78,6.65,17.3,75.58,15.15,loamy
rice,76,40,43,5.07,25.16,231.38,83.12,clay
maize,83,45,21,5.72,18.83,79.75,58.75,sandy loam
yam,4,44,19,6.92,27.96,43.26,83.53,loamy
tomatoes,95,26,45,6.12,29.92,28.16,94.56,sandy loam
pepper,85,22,53,6.85,25.97,59.46,89.77,loamy clay 
orange,10,5,5,7.82,21.21,112.98,91.35,loamy
guinea_corn,29,21,45,6.75,23.41,105.22,93.13,sandy loam
tomatoes,114,30,51,6.07,29.25,25.93,90.07,sandy loam
orange,14,19,14,6.7,17.68,108.06,94.36,loamy
orange,39,24,14,7.19,30.55,106.07,90.9,loamy
yam,8,54,20,7.03,28.33,38.8,80.77,loamy
yam,21,38,21,6.64,29.76,37.55,86.45,loamy
orange,12,29,13,7.57,22.46,118.01,91.53,loamy
rice,65,37,40,5.33,23.36,188.41,83.6,clay
maize,74,56,22,6.83,18.28,80.98,66.66,sandy loam
maize,99,38,21,6.35,22.88,67.73,71.6,sandy loam
soybean,51,72,75,7.1,18.89,80.11,14.99,loamy
beans,31,55,22,5.87,22.91,109.23,21.34,clay
guinea_corn,15,6,41,6.9,19.01,108.68,88.84,sandy loam
yam,14,37,15,6.58,27.96,48.94,83.98,loamy
soybean,51,72,75,7.1,18.89,80.11,14.99,loamy
yam,38,36,21,6.56,28.03,36.12,84.88,loamy
guinea_corn,29,22,43,5.56,19.66,106.04,87.95,sandy loam
pepper,83,25,53,6.06,26.49,57.73,80.05,loamy clay 
tomatoes,100,6,53,6.11,29.05,23.67,93.92,sandy loam
yam,40,51,17,6.86,28.66,50.02,86.12,loamy
pepper,101,13,54,6.83,25.43,56.34,82.91,loamy clay 
maize,89,60,19,5.91,25.19,78.07,66.69,sandy loam
rice,95,39,36,5.56,23.86,285.25,83.15,clay
cassava,52,70,16,7.53,33.67,67.33,66.6,sandy loam
pepper,91,24,55,6.26,26.27,46.77,83.09,loamy clay 
orange,18,14,11,6.55,28.05,117.13,90.01,loamy
beans,5,59,15,5.97,18.87,134.18,20.18,clay
rice,69,46,41,5.01,23.64,263.11,80.29,clay
maize,61,60,15,6.27,24.88,91.26,68.74,sandy loam
yam,31,53,16,6.45,28.74,48.55,85.82,loamy
beans,37,64,22,5.95,17.48,121.94,18.83,clay
soybean,39,58,85,6.0,17.89,68.55,15.41,loamy
beans,11,72,20,5.95,19.52,113.33,24.93,clay
pepper,95,16,55,6.61,25.27,40.13,87.55,loamy clay 
guinea_corn,11,18,42,5.94,21.58,102.86,94.88,sandy loam
yam,10,56,16,6.83,28.17,36.36,81.05,loamy
rice,73,57,41,5.82,21.45,272.2,84.94,clay
soybean,27,79,82,6.31,17.07,70.87,17.54,loamy
rice,89,45,36,6.44,21.33,185.5,80.47,clay
rice,91,50,40,6.46,20.82,230.22,84.13,clay
guinea_corn,6,18,37,5.94,19.66,108.05,89.94,sandy loam
cassava,56,76,16,7.51,28.27,63.3,61.19,sandy loam
soybean,20,60,78,6.36,18.17,90.78,14.7,loamy
soybean,37,55,82,6.42,19.46,78.45,18.02,loamy
guinea_corn,3,9,45,6.54,23.89,104.62,89.62,sandy loam
beans,26,80,18,5.58,19.33,104.78,23.33,clay
tomatoes,115,12,52,6.69,27.51,21.02,94.96,sandy loam
maize,60,46,22,6.63,24.89,87.93,65.61,sandy loam
pepper,112,28,54,6.74,24.86,55.3,85.05,loamy clay 
guinea_corn,5,29,44,5.58,21.02,104.78,93.06,sandy loam
guinea_corn,12,29,40,6.59,19.68,111.28,89.75,sandy loam
orange,7,16,9,7.81,18.88,114.67,92.04,loamy
soybean,59,70,84,7.55,17.33,82.62,18.75,loamy
beans,14,59,15,5.78,21.35,146.45,22.91,clay
guinea_corn,21,21,38,6.33,22.55,104.9,89.33,sandy loam
soybean,28,74,81,8.75,18.01,81.99,18.31,loamy
guinea_corn,2,24,38,5.92,24.56,111.97,91.64,sandy loam
maize,66,54,21,5.92,25.19,72.12,60.2,sandy loam
yam,1,48,24,6.23,29.35,59.04,85.6,loamy
tomatoes,86,18,45,6.57,28.97,22.26,90.72,sandy loam
rice,83,58,45,5.88,25.76,245.66,83.52,clay
tomatoes,120,16,51,6.55,28.0,23.29,91.64,sandy loam
soybean,36,76,75,8.74,18.38,70.52,16.64,loamy
rice,74,35,40,6.98,26.49,242.86,80.16,clay
beans,27,72,23,5.96,19.93,64.03,21.8,clay
orange,7,16,9,7.81,18.88,114.67,92.04,loamy
rice,89,54,38,6.69,24.52,230.45,83.54,clay
orange,31,25,12,7.02,18.05,111.78,90.04,loamy
soybean,43,79,79,7.81,19.41,80.25,18.98,loamy
soybean,39,71,84,8.14,20.28,82.52,16.4,loamy
pepper,105,30,50,6.38,25.3,57.04,81.78,loamy clay 
beans,17,77,23,5.67,24.51,64.19,20.82,clay
tomatoes,95,16,46,6.75,27.08,24.45,90.14,sandy loam
beans,9,69,20,5.59,19.31,129.34,23.96,clay
orange,18,5,11,6.25,20.88,102.46,90.94,loamy
rice,85,58,41,7.04,21.77,226.66,80.32,clay
beans,27,56,20,5.54,19.26,94.95,20.51,clay
soybean,43,68,81,6.76,17.48,78.92,17.93,loamy
pepper,97,25,50,6.09,26.22,49.09,80.9,loamy clay 
beans,27,64,15,5.51,20.16,138.24,24.84,clay
soybean,22,78,76,8.62,17.85,76.32,19.09,loamy
pepper,83,10,53,6.2,24.93,48.76,85.01,loamy clay 
pepper,101,17,55,6.45,24.37,44.64,87.13,loamy clay 
guinea_corn,4,14,41,6.43,19.85,102.82,89.81,sandy loam
maize,72,60,25,5.77,18.53,88.1,69.03,sandy loam
beans,5,65,16,5.87,21.33,109.1,18.49,clay
pepper,97,25,50,6.09,26.22,49.09,80.9,loamy clay 
beans,12,78,23,6.0,16.07,88.07,18.72,clay
tomatoes,90,15,52,6.45,27.05,23.66,91.38,sandy loam
rice,61,52,41,6.88,24.98,204.8,83.89,clay
guinea_corn,8,26,36,6.8,18.78,102.52,87.4,sandy loam
cassava,24,80,19,6.81,29.68,65.66,69.09,sandy loam
rice,93,58,38,6.93,20.62,279.55,83.77,clay
soybean,57,73,85,7.36,18.49,91.95,14.72,loamy
orange,37,18,12,7.4,10.27,106.7,90.19,loamy
beans,25,70,16,5.76,19.63,106.36,18.91,clay
rice,65,60,43,5.66,21.97,227.36,81.9,clay
maize,96,46,22,6.5,20.58,66.29,69.0,sandy loam
cassava,41,74,18,6.6,28.76,73.38,61.03,sandy loam
beans,34,59,18,5.74,23.38,87.67,21.99,clay
maize,63,35,16,6.27,22.03,83.73,65.36,sandy loam
cassava,52,63,19,6.93,29.59,67.53,68.32,sandy loam
tomatoes,95,7,45,6.03,27.3,25.09,90.8,sandy loam
soybean,49,71,76,6.61,19.71,85.58,17.64,loamy
pepper,83,29,52,6.7,25.76,46.05,87.59,loamy clay 
guinea_corn,3,9,45,6.54,23.89,104.62,89.62,sandy loam
pepper,98,25,52,6.22,25.28,49.29,83.15,loamy clay 
tomatoes,102,11,45,6.36,29.03,24.16,93.13,sandy loam
soybean,38,60,76,8.87,18.65,77.93,17.81,loamy
beans,3,67,24,5.52,17.0,103.29,19.91,clay
soybean,33,75,84,7.22,19.46,68.81,18.73,loamy
yam,36,43,22,6.39,27.83,58.37,87.17,loamy
tomatoes,91,13,47,6.14,29.11,27.96,92.44,sandy loam
rice,78,58,44,5.11,26.8,284.44,80.89,clay
pepper,110,21,54,6.75,26.74,47.46,87.82,loamy clay 
yam,10,59,15,6.32,29.83,58.87,89.3,loamy
soybean,35,64,78,7.5,17.93,85.37,14.27,loamy
yam,13,47,20,6.54,29.22,43.14,87.94,loamy
beans,32,79,15,5.71,23.91,81.6,20.75,clay
orange,20,8,12,7.26,25.3,117.97,94.96,loamy
guinea_corn,9,16,39,6.1,18.41,105.18,91.12,sandy loam
pepper,82,25,51,6.07,24.31,48.11,87.47,loamy clay 
tomatoes,110,14,51,6.09,27.02,21.26,91.67,sandy loam
rice,68,57,43,5.71,26.09,182.9,80.38,clay
maize,99,36,20,6.67,20.58,78.35,65.35,sandy loam
guinea_corn,29,22,43,5.56,19.66,106.04,87.95,sandy loam
yam,31,53,16,6.45,28.74,48.55,85.82,loamy
soybean,49,55,78,7.86,18.66,81.71,16.18,loamy
soybean,53,65,76,6.72,20.19,77.34,16.42,loamy
cassava,27,64,21,7.54,32.84,73.67,68.68,sandy loam
soybean,27,62,77,6.58,18.2,70.18,14.71,loamy
guinea_corn,22,9,44,5.74,24.72,112.19,88.88,sandy loam
guinea_corn,21,6,41,7.09,24.88,107.2,89.4,sandy loam
soybean,51,72,75,7.1,18.89,80.11,14.99,loamy
pepper,85,22,53,6.85,25.97,59.46,89.77,loamy clay 
soybean,36,76,75,8.74,18.38,70.52,16.64,loamy
maize,99,50,15,5.57,18.15,88.08,71.09,sandy loam
guinea_corn,11,18,42,5.94,21.58,102.86,94.88,sandy loam
beans,25,70,16,5.76,19.63,106.36,18.91,clay
guinea_corn,3,9,45,6.54,23.89,104.62,89.62,sandy loam
rice,81,45,35,6.16,26.53,218.92,80.12,clay
pepper,107,5,52,6.88,26.66,57.41,89.98,loamy clay 
guinea_corn,29,16,36,5.74,19.81,102.86,88.93,sandy loam
soybean,40,58,75,6.17,18.59,89.61,14.78,loamy
rice,78,42,42,7.63,20.13,262.72,81.6,clay
orange,4,13,6,7.56,15.63,101.47,94.26,loamy
orange,12,6,8,6.39,30.85,107.41,92.87,loamy
soybean,53,73,77,7.33,19.71,73.64,18.1,loamy
beans,26,65,22,5.95,17.85,143.1,18.78,clay
soybean,58,63,81,6.52,19.81,78.97,14.7,loamy
rice,89,45,36,6.44,21.33,185.5,80.47,clay
yam,39,37,15,6.82,29.0,59.84,83.79,loamy
yam,22,56,17,6.89,29.88,44.75,87.33,loamy
maize,60,44,23,5.72,24.79,76.73,70.05,sandy loam
rice,93,53,38,7.07,26.93,290.68,81.91,clay
maize,71,54,16,5.75,22.61,87.76,63.69,sandy loam
orange,12,20,10,6.53,24.45,109.47,93.11,loamy
yam,25,48,21,6.27,28.44,52.55,83.49,loamy
pepper,99,6,45,6.0,26.13,40.71,86.55,loamy clay 
tomatoes,113,28,48,6.17,28.88,24.44,92.49,sandy loam
beans,1,62,23,5.61,15.44,139.03,18.37,clay
orange,4,13,6,7.56,15.63,101.47,94.26,loamy
yam,36,43,22,6.39,27.83,58.37,87.17,loamy
yam,11,46,24,6.46,27.65,56.53,89.81,loamy
yam,39,37,15,6.82,29.0,59.84,83.79,loamy
cassava,29,70,15,6.87,30.33,74.17,63.55,sandy loam
soybean,37,66,85,6.46,20.93,78.07,18.91,loamy
beans,22,60,24,5.63,18.78,104.26,20.25,clay
cassava,25,62,21,7.04,26.73,67.15,68.14,sandy loam
beans,12,78,23,6.0,16.07,88.07,18.72,clay
soybean,37,66,85,6.46,20.93,78.07,18.91,loamy
tomatoes,114,30,51,6.07,29.25,25.93,90.07,sandy loam
tomatoes,89,25,50,6.38,27.05,25.08,91.35,sandy loam
guinea_corn,22,26,38,6.99,22.92,110.24,85.13,sandy loam
maize,91,55,15,6.38,18.09,78.96,72.61,sandy loam
soybean,22,60,85,6.81,18.84,94.78,14.74,loamy
maize,95,38,22,5.73,19.85,100.77,61.25,sandy loam
tomatoes,90,23,54,6.16,28.56,27.27,90.46,sandy loam
guinea_corn,27,24,41,6.61,24.33,110.46,90.88,sandy loam
yam,30,44,16,6.44,29.73,50.92,82.89,loamy
tomatoes,85,21,52,6.08,29.63,23.7,90.1,sandy loam
beans,6,62,22,5.82,20.53,120.45,18.09,clay
soybean,52,60,79,8.38,19.45,75.63,18.23,loamy
yam,34,59,23,6.94,28.56,56.48,83.25,loamy
beans,17,77,23,5.67,24.51,64.19,20.82,clay
tomatoes,85,9,53,6.45,28.21,28.79,92.87,sandy loam
yam,5,45,21,6.49,28.36,43.05,88.01,loamy
beans,4,67,25,5.95,23.79,119.64,24.36,clay
guinea_corn,29,22,40,6.15,23.63,107.68,89.73,sandy loam
yam,23,59,25,6.32,27.83,56.69,88.73,loamy
orange,40,17,15,7.87,21.35,107.09,90.95,loamy
pepper,82,23,49,6.87,26.81,51.7,87.22,loamy clay 
orange,1,15,9,7.53,29.98,115.36,94.55,loamy
pepper,108,23,51,6.11,26.84,40.23,83.85,loamy clay 
tomatoes,114,27,48,6.53,27.82,26.32,93.04,sandy loam
yam,21,51,15,6.68,29.36,48.3,89.19,loamy
yam,20,41,20,7.07,29.27,50.92,89.49,loamy
beans,34,59,18,5.74,23.38,87.67,21.99,clay
beans,31,55,22,5.87,22.91,109.23,21.34,clay
yam,31,58,15,7.12,27.11,51.53,84.97,loamy
yam,4,36,22,7.01,27.61,43.8,86.13,loamy
rice,78,43,42,7.28,21.32,192.32,83.0,clay
soybean,57,73,85,7.36,18.49,91.95,14.72,loamy
yam,30,37,25,7.12,29.89,54.8,80.14,loamy
guinea_corn,3,9,45,6.54,23.89,104.62,89.62,sandy loam
soybean,27,62,77,6.58,18.2,70.18,14.71,loamy
tomatoes,102,11,47,6.5,27.99,27.15,92.78,sandy loam
yam,8,45,18,7.01,27.93,43.25,85.42,loamy
maize,94,39,18,5.89,23.89,102.83,57.49,sandy loam
soybean,22,60,85,6.81,18.84,94.78,14.74,loamy
rice,97,50,41,7.07,24.53,260.26,80.54,clay
guinea_corn,32,25,35,5.89,18.1,107.01,85.71,sandy loam
pepper,100,10,53,6.21,24.54,42.01,84.61,loamy clay 
maize,71,52,18,5.79,25.11,78.16,55.98,sandy loam
pepper,100,18,52,6.88,26.2,56.48,80.38,loamy clay 
orange,20,23,11,6.41,31.85,109.95,90.12,loamy
pepper,99,5,47,6.65,24.13,51.19,84.84,loamy clay 
pepper,89,22,52,6.22,24.9,53.15,86.11,loamy clay 
pepper,112,25,51,6.93,25.05,56.72,85.57,loamy clay 
maize,73,58,21,6.6,19.97,60.65,57.68,sandy loam
beans,22,60,24,5.63,18.78,104.26,20.25,clay
maize,74,55,19,6.29,18.05,84.24,62.89,sandy loam
maize,86,36,24,5.79,26.55,73.34,72.89,sandy loam
maize,83,45,21,5.72,18.83,79.75,58.75,sandy loam
yam,38,36,21,6.56,28.03,36.12,84.88,loamy
guinea_corn,34,9,36,6.28,22.81,110.44,86.34,sandy loam
pepper,101,11,51,6.79,25.51,44.21,84.24,loamy clay 
rice,93,58,38,6.93,20.62,279.55,83.77,clay
yam,36,38,15,6.32,28.36,58.0,87.6,loamy
maize,62,48,20,6.71,21.7,95.71,60.47,sandy loam
soybean,43,79,79,7.81,19.41,80.25,18.98,loamy
rice,89,45,36,6.44,21.33,185.5,80.47,clay
beans,6,62,22,5.82,20.53,120.45,18.09,clay
beans,40,78,20,5.67,19.19,80.15,20.83,clay
guinea_corn,11,18,42,5.94,21.58,102.86,94.88,sandy loam
maize,74,48,17,6.43,21.63,69.22,60.28,sandy loam
yam,34,47,19,6.57,27.31,53.15,85.45,loamy
soybean,23,72,84,6.92,19.02,79.93,17.13,loamy
beans,22,60,24,5.63,18.78,104.26,20.25,clay
guinea_corn,4,24,43,7.2,22.4,109.87,88.15,sandy loam
yam,34,35,21,6.68,28.45,58.19,82.68,loamy
yam,4,44,19,6.92,27.96,43.26,83.53,loamy
pepper,112,25,51,6.93,25.05,56.72,85.57,loamy clay 
maize,77,52,17,5.71,24.86,75.82,65.74,sandy loam
soybean,37,55,82,6.42,19.46,78.45,18.02,loamy
maize,83,45,21,5.72,18.83,79.75,58.75,sandy loam
rice,76,60,39,6.77,20.05,208.58,80.35,clay
cassava,59,58,17,7.37,28.55,62.83,66.31,sandy loam
soybean,39,71,84,8.14,20.28,82.52,16.4,loamy
yam,36,55,20,6.64,27.01,55.3,84.34,loamy
orange,24,30,11,6.6,32.4,113.25,94.52,loamy
tomatoes,99,29,55,6.66,29.19,26.48,91.46,sandy loam
rice,85,58,41,7.04,21.77,226.66,80.32,clay
cassava,21,63,22,6.86,25.1,74.62,67.73,sandy loam
guinea_corn,9,8,40,6.55,22.49,111.66,89.92,sandy loam
orange,26,11,11,7.61,13.7,106.29,90.96,loamy
soybean,30,70,79,7.31,20.27,69.64,19.97,loamy
soybean,51,72,75,7.1,18.89,80.11,14.99,loamy
soybean,52,60,79,8.38,19.45,75.63,18.23,loamy
soybean,22,64,82,6.47,19.49,87.51,17.17,loamy
maize,99,39,18,6.11,19.2,87.85,68.31,sandy loam
soybean,30,70,79,7.31,20.27,69.64,19.97,loamy
beans,17,59,17,5.69,18.42,132.98,23.43,clay
guinea_corn,13,30,37,6.28,20.86,106.87,91.62,sandy loam
pepper,81,6,55,6.11,24.89,51.71,85.87,loamy clay 
beans,1,62,23,5.61,15.44,139.03,18.37,clay
cassava,44,55,25,7.42,29.63,71.16,65.91,sandy loam
tomatoes,108,22,47,6.16,28.54,25.13,91.73,sandy loam
beans,37,72,18,5.72,18.88,105.41,24.54,clay
beans,14,67,22,5.62,23.83,84.64,24.75,clay
beans,13,72,21,5.82,24.32,60.28,21.03,clay
orange,31,8,7,7.16,34.51,103.57,93.64,loamy
cassava,35,64,15,6.5,28.47,69.53,63.54,sandy loam
